Global Volcanism Program - Volcanoes of the World 5.1.7,,,Downloaded on 31 May 2024 at 03:23 PM,,,,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
353091,Indefatigable,Synonym of Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,
357041,Infiernillo,Volcanic field,-6890,Argentina,South America,Central Chile and Argentina,-35.123,-69.9,3007,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,270,270,1374,40368
353090,"Inn, Cerro",Cone of Santiago,,,,,,,,,,,,,,,,,,,,,,,
355040,Irruputunco,Synonym of Irruputuncu,,,,,,,,,,,,,,,,,,,,,,,
355040,Irruputuncu,Stratovolcano,1995,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-20.73,-68.55,5163,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,68,239,2852,16017
355040,Iruputuncu,Synonym of Irruputuncu,,,,,,,,,,,,,,,,,,,,,,,
355030,Islonga,Synonym of Isluga,,,,,,,,,,,,,,,,,,,,,,,
355030,Isluca,Synonym of Isluga,,,,,,,,,,,,,,,,,,,,,,,
355030,Isluga,Stratovolcano,1913,Chile,South America,"Northern Chile, Bolivia and Argentina",-19.15,-68.83,5550,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1,703,5961,32205
357066,"Jagüel del Moro, Loma",Shield volcano of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
354004,"Jajarana, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
353090,James,Synonym of Santiago,,,,,,,,,,,,,,,,,,,,,,,
357110,Japones,Crater of Llaima,,,,,,,,,,,,,,,,,,,,,,,
354004,Jatun,Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
354004,"Jechapita, Volcán",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
354004,"Jenchana, Volcán",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
351080,Jenoy,Pleistocene caldera of Galeras,,,,,,,,,,,,,,,,,,,,,,,
355090,Jorgencal,Synonym of Putana,,,,,,,,,,,,,,,,,,,,,,,
355090,Jorjencal,Synonym of Putana,,,,,,,,,,,,,,,,,,,,,,,
358050,Jorobado,Synonym of Corcovado,,,,,,,,,,,,,,,,,,,,,,,
351080,"Joya, La",Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
355092,"Juriques, Volcán",Stratovolcano of Licancabur,,,,,,,,,,,,,,,,,,,,,,,
355100,"Kar, Las",Synonym of Lascar,,,,,,,,,,,,,,,,,,,,,,,
358040,Kechucavi of Molina,Synonym of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
356011,"Keto Keto, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357100,Ketredeguin,Synonym of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
357091,Ketrudehuin,Synonym of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
353120,Kicker Rock,Tuff cone of San Cristobal (Ecuador),,,,,,,,,,,,,,,,,,,,,,,
354000,Kimsachata-Oroscocha,Lava dome,-4450,Peru,South America,Peru,-14.131,-71.363,3848,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,5061,9561,85048,580016
356011,Koe-Koe,Fissure vent of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Kou'a, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Kuma, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357023,"Lagrímas, Las","Pyroclastic cone of Atuel, Caldera del",,,,,,,,,,,,,,,,,,,,,,,
351020,"Laguna, Alto de la","Dome of Ruiz, Nevado del",,,,,,,,,,,,,,,,,,,,,,,
357066,"Laguna, De la",Vent of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357070,"Lagunillas, Las","Pyroclastic cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357070,"Lagunillas, Volcán las","Cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357080,Laja,Synonym of Antuco,,,,,,,,,,,,,,,,,,,,,,,
357130,Lajara,Synonym of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
357122,Lanin,Stratovolcano,560,Chile-Argentina,South America,Central Chile and Argentina,-39.637,-71.502,3776,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , ,Trachybasalt / Tephrite Basanite, , , , ,13,352,3007,202987
357100,Lanquimay,Synonym of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
355100,Lascar,Stratovolcano(es),2023,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,70,570,8119
355100,Laskar,Synonym of Lascar,,,,,,,,,,,,,,,,,,,,,,,
355120,Lastarria,Stratovolcano,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-25.168,-68.507,5706,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,14,259,7771
358060,Lautaro,Stratovolcano,1979,Chile,South America,Southern Chile and Argentina,-49.019,-73.504,3542,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite, , , , ,Andesite / Basaltic Andesite, , , , ,0,0,46,2365
357080,Laxa,Synonym of Antuco,,,,,,,,,,,,,,,,,,,,,,,
357065,Leal,"Synonym of Resago, Volcan",,,,,,,,,,,,,,,,,,,,,,,
357050,Lengua de Vulcano,Dome of Descabezado Grande,,,,,,,,,,,,,,,,,,,,,,,
353120,"Leon Dormiente, El",Tuff cone of San Cristobal (Ecuador),,,,,,,,,,,,,,,,,,,,,,,
355092,Licancabur,Stratovolcano,Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-22.83,-67.88,5916,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,10,86,1650,12389
355092,Licancaur,Synonym of Licancabur,,,,,,,,,,,,,,,,,,,,,,,
352081,Licto,Pyroclastic cone(s),Unknown,Ecuador,South America,Ecuador,-1.786,-78.614,3322,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,250144,250144,333276,1806438
357066,"Lindero, El",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357021,"Listado, Volcán Cerro",Stratovolcano of Maipo,,,,,,,,,,,,,,,,,,,,,,,
357120,Llafenco Group,Crater of Villarrica,,,,,,,,,,,,,,,,,,,,,,,
357091,Llagdeguin,Synonym of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
357110,Llaima,Stratovolcano,2009,Chile,South America,Central Chile and Argentina,-38.692,-71.729,3125,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,86,811,18568,630458
357111,Llallicupe,Synonym of Sollipulli,,,,,,,,,,,,,,,,,,,,,,,
357121,"Llancahue, Volcanes de",Pyroclastic cone of Quetrupillan,,,,,,,,,,,,,,,,,,,,,,,
358010,Llanquihue,Synonym of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357110,Llaymas,Synonym of Llaima,,,,,,,,,,,,,,,,,,,,,,,
357042,"Llolli, Baños de",Thermal of Calabozos,,,,,,,,,,,,,,,,,,,,,,,
355110,Llullaillaco,Stratovolcano,1877,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.72,-68.53,6739,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite, , , , ,Trachyte / Trachydacite, , , , ,0,18,391,9859
357100,"Lolco, Volcán",Pyroclastic cone of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
357041,"Loma Negra, Volcan",Vent of Infiernillo,,,,,,,,,,,,,,,,,,,,,,,
358090,"London, Isla",Synonym of Fueguino,,,,,,,,,,,,,,,,,,,,,,,
357063,"Longavi, Nevado de",Stratovolcano,-4890,Chile,South America,Central Chile and Argentina,-36.1959,-71.1641,3175,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,17,141,3901,753797
357063,"Longuen, Nevado de","Synonym of Longavi, Nevado de",,,,,,,,,,,,,,,,,,,,,,,
357100,Lonpuimay,Synonym of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
357063,"Lonquen, Nevado de","Synonym of Longavi, Nevado de",,,,,,,,,,,,,,,,,,,,,,,
357100,Lonquimay,Stratovolcano,1990,Chile,South America,Central Chile and Argentina,-38.379,-71.586,2832,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,96,540,13635,504320
357140,"Lumanto, Cerro",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
358056,Maca,Stratovolcano,1560,Chile,South America,Southern Chile and Argentina,-45.1,-73.17,2960,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,0,0,375,26903
352090,"Macas, Volcan de",Synonym of Sangay,,,,,,,,,,,,,,,,,,,,,,,
351040,Machin,Stratovolcano,1180,Colombia,South America,Colombia,4.487,-75.389,2749,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,2150,15212,570836,4165071
355090,Machuca,Synonym of Putana,,,,,,,,,,,,,,,,,,,,,,,
355094,"Macon, Cerros de",Stratovolcano of Purico Complex,,,,,,,,,,,,,,,,,,,,,,,
358012,"Magneto, El",Cone of Cayutue-La Viguería,,,,,,,,,,,,,,,,,,,,,,,
356011,"Mahatua, Volcán",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357021,Maipo,Caldera,1912,Chile-Argentina,South America,Central Chile and Argentina,-34.164,-69.832,5323,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite / Basaltic Trachyandesite,Dacite,Trachyte / Trachydacite,Andesite / Basaltic Andesite,Rhyolite, , , , , ,3916,3916,8221,1684481
357020,Maipo,Synonym of San Jose,,,,,,,,,,,,,,,,,,,,,,,
357020,Maipu,Synonym of San Jose,,,,,,,,,,,,,,,,,,,,,,,
357021,Maipu,Synonym of Maipo,,,,,,,,,,,,,,,,,,,,,,,
357122,Mamuil Malal,Dome of Lanin,,,,,,,,,,,,,,,,,,,,,,,
357050,Manantial Pelado,Stratovolcano of Descabezado Grande,,,,,,,,,,,,,,,,,,,,,,,
355200,"Manantial, Volcán del",Synonym of Peinado,,,,,,,,,,,,,,,,,,,,,,,
358063,Mano de Diablo,Cone of Reclus,,,,,,,,,,,,,,,,,,,,,,,
354005,Marbas,Pyroclastic cone of Huambo,,,,,,,,,,,,,,,,,,,,,,,
354005,Marbas Chico I,Pyroclastic cone of Huambo,,,,,,,,,,,,,,,,,,,,,,,
354005,Marbas Chico II,Pyroclastic cone of Huambo,,,,,,,,,,,,,,,,,,,,,,,
354005,Marbas Grande,Pyroclastic cone of Huambo,,,,,,,,,,,,,,,,,,,,,,,
352011,"Marca, Loma la",Dome of Pululahua,,,,,,,,,,,,,,,,,,,,,,,
353080,Marchena,Shield,1991,Ecuador,South America,Galapagos Islands,0.33,-90.47,343,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,785,785,785,3001
357020,Marmolejo,Stratovolcano of San Jose,,,,,,,,,,,,,,,,,,,,,,,
351080,Marte,Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
357061,"Maule, Domos del","Dome of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
357061,"Maule, Laguna del",Caldera,-50,Chile,South America,Central Chile and Argentina,-36.058,-70.492,2162,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Rhyolite,Basalt / Picro-Basalt,Dacite, , , , , , ,1045,1045,1521,169334
354004,"Mauras, Cerro",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
357140,"Media Luna, Volcán",Cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
357060,"Medio, Cerro del",Synonym of Quizapu,,,,,,,,,,,,,,,,,,,,,,,
357042,"Medio, Cerro el",Cone of Calabozos,,,,,,,,,,,,,,,,,,,,,,,
358052,Melimoto,Synonym of Melimoyu,,,,,,,,,,,,,,,,,,,,,,,
358052,Melimoya,Synonym of Melimoyu,,,,,,,,,,,,,,,,,,,,,,,
358052,Melimoyu,Stratovolcano,200,Chile,South America,Southern Chile and Argentina,-44.08,-72.88,2400,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,0,6,211,12944
357102,Mellizo Sur,"Synonym of Mellizos, Cerro los",,,,,,,,,,,,,,,,,,,,,,,
357102,"Mellizos, Cerro los","Pyroclastic cone of Blanca, Laguna",,,,,,,,,,,,,,,,,,,,,,,
357150,Mencheca,Stratovolcano of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
358054,Mentolat,Stratovolcano,1710,Chile,South America,Southern Chile and Argentina,-44.7,-73.08,1660,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,8,183,23675
358064,Meullin,Volcanic field,Unknown,Chile,South America,Southern Chile and Argentina,-45.22,-73.05,1080,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
357072,"Michico, Cerro",Cone of Tromen Volcanic Plateau,,,,,,,,,,,,,,,,,,,,,,,
355050,"Michincha, Cerro",Stratovolcano of Olca-Paruma,,,,,,,,,,,,,,,,,,,,,,,
358040,Michinmahuida,Stratovolcano,1835,Chile,South America,Southern Chile and Argentina,-42.799,-72.445,2452,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite, , , , , , , ,0,9,7989,64498
358040,Michinmavida,Synonym of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
353050,Mina Azufral,"Thermal of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
352021,Minasguilca Chico,Synonym of Ninahuilca,,,,,,,,,,,,,,,,,,,,,,,
358040,Minchenmadon,Synonym of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
358040,Minchinmadon,Synonym of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
358040,Minchinmávida,Synonym of Michinmahuida,,,,,,,,,,,,,,,,,,,,,,,
355102,Miniques,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.82,-67.77,5910,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,3,39,505,5618
357110,Mirador,Crater of Llaima,,,,,,,,,,,,,,,,,,,,,,,
357140,Mirador,Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
354004,"Misahuana Mauras, Volcán",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
354010,"Misti, El",Stratovolcano,1985,Peru,South America,Peru,-16.294,-71.409,5822,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,82,1507,918280,1052408
357121,"Mocho, Cordillera el",Stratovolcano of Quetrupillan,,,,,,,,,,,,,,,,,,,,,,,
357130,"Mocho, El",Stratovolcano of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
357130,Mocho-Choshuenco,Stratovolcano(es),1937,Chile,South America,Central Chile and Argentina,-39.927,-72.027,2422,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,81,789,16633,401631
352005,Mojanda,Stratovolcano(es),Unknown,Ecuador,South America,Ecuador,0.13,-78.27,4263,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,173,15510,480382,3071030
357050,Mondaca,Synonym of Lengua de Vulcano,,,,,,,,,,,,,,,,,,,,,,,
357030,"Monserrat, Cerro",Stratovolcano of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
358010,Monton de Trigo,Crater of Osorno,,,,,,,,,,,,,,,,,,,,,,,
357066,Morado,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357066,"Morados Grandes, Los",Cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357150,Morro,Thermal of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357030,Morro de Azufre,Synonym of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
358010,"Morro, El",Crater of Osorno,,,,,,,,,,,,,,,,,,,,,,,
352050,Morucu,Dome of Cotopaxi,,,,,,,,,,,,,,,,,,,,,,,
355130,"Muerto, Volcán el","Stratovolcano of Ojos del Salado, Nevados",,,,,,,,,,,,,,,,,,,,,,,
357050,"Mulas, Alto de las",Fissure vent of Descabezado Grande,,,,,,,,,,,,,,,,,,,,,,,
351100,Mundo Nueva,Crater of Cumbal,,,,,,,,,,,,,,,,,,,,,,,
353120,"Mundo, Cerro",Cone of San Cristobal (Ecuador),,,,,,,,,,,,,,,,,,,,,,,
353050,Muro de las Lagrimas,"Pyroclastic cone of Negra, Sierra",,,,,,,,,,,,,,,,,,,,,,,
353010,Narborough,Synonym of Fernandina,,,,,,,,,,,,,,,,,,,,,,,
357066,"Nariz, La",Cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357030,Natalia,Stratovolcano of Tinguiririca,,,,,,,,,,,,,,,,,,,,,,,
358020,Nauga,Synonym of Calbuco,,,,,,,,,,,,,,,,,,,,,,,
357100,Navidad,Pyroclastic cone of Lonquimay,,,,,,,,,,,,,,,,,,,,,,,
357061,"Negra, Crater","Crater of Maule, Laguna del",,,,,,,,,,,,,,,,,,,,,,,
357066,"Negra, La",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
353050,"Negra, Sierra",Shield,2018,Ecuador,South America,Galapagos Islands,-0.83,-91.17,1124,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,408,408,983,9884
357064,"Negra, Sierra","Synonym of Blancas, Lomas",,,,,,,,,,,,,,,,,,,,,,,
358010,"Negrillar de Ensenada, Volcanes el",Fissure vent of Osorno,,,,,,,,,,,,,,,,,,,,,,,
355108,"Negrillar, La",Pyroclastic cone(s),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-24.319,-68.59,4220,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,19,104,791,9301
357066,Negro,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
358080,Negro,Pyroclastic cone of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
351110,"Negro de Mayasquer, Cerro",Stratovolcano of Chiles-Cerro Negro,,,,,,,,,,,,,,,,,,,,,,,
357072,"Negro del Tromen, Cerro",Stratovolcano of Tromen Volcanic Plateau,,,,,,,,,,,,,,,,,,,,,,,
357140,"Negro, Cerro",Pyroclastic cone of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
358025,"Negro, Cerro",Pyroclastic cone of Crater Basalt Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
357070,"Negro, Cerro","Pleistocene caldera of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
355094,"Negro, Cerro",Dome of Purico Complex,,,,,,,,,,,,,,,,,,,,,,,
357140,"Negro, Laguna",Maar of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
355123,"Nevada de Lagunas Bravas, Sierra","Synonym of Nevada, Sierra",,,,,,,,,,,,,,,,,,,,,,,
355123,"Nevada, Sierra",Complex,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.48,-68.58,6173,Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , ,27,27,232,7638
357070,Nevado,"Synonym of Blanco, Cerro",,,,,,,,,,,,,,,,,,,,,,,
357070,"Niblinto, Volcán","Pyroclastic cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
357021,"Nicanor, Cerro",Pyroclastic cone of Maipo,,,,,,,,,,,,,,,,,,,,,,,
357066,"Nido, Del",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357140,Nilahue,Synonym of Carran-Los Venados,,,,,,,,,,,,,,,,,,,,,,,
352021,Ninahuilca,Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
352021,Ninahuilca Chico I,Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
352021,Ninahuilca Chico II,Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
357066,Nire Co,Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
357091,Nireco,Crater of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
357150,"Nirres, Volcán los",Maar of Puyehue-Cordon Caulle,,,,,,,,,,,,,,,,,,,,,,,
357091,Niullihuelco,Synonym of Callaqui,,,,,,,,,,,,,,,,,,,,,,,
354007,"Nocarane, Cerro","Dome of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
357090,Notuco,Synonym of Copahue,,,,,,,,,,,,,,,,,,,,,,,
351080,Novedad,Fissure vent of Galeras,,,,,,,,,,,,,,,,,,,,,,,
354003,Nudo de Coropuna,Synonym of Coropuna,,,,,,,,,,,,,,,,,,,,,,,
357060,"Nuevo, Volcán",Synonym of Quizapu,,,,,,,,,,,,,,,,,,,,,,,
357070,"Nuevo, Volcán","Dome of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
352090,Nunurco,Dome of Sangay - Ecuador,,,,,,,,,,,,,,,,,,,,,,,
352022,Nunurco,Dome of Chacana,,,,,,,,,,,,,,,,,,,,,,,
356011,"O Koro, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
355130,Ojo del Salado,"Synonym of Ojos del Salado, Nevados",,,,,,,,,,,,,,,,,,,,,,,
355130,"Ojos del Salado, Nevados",Stratovolcano,750,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-27.109,-68.541,6879,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,0,11,572,10774
355050,"Olca Sur, Cerro",Stratovolcano of Olca-Paruma,,,,,,,,,,,,,,,,,,,,,,,
355050,Olca-Paruma,Stratovolcano(es),Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-20.939,-68.413,5705,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,20,225,2318,16180
351020,"Olleta, La","Dome of Ruiz, Nevado del",,,,,,,,,,,,,,,,,,,,,,,
353090,Olmedo,Synonym of Santiago,,,,,,,,,,,,,,,,,,,,,,,
354030,Omate,Synonym of Huaynaputina,,,,,,,,,,,,,,,,,,,,,,,
354030,Omato,Synonym of Huaynaputina,,,,,,,,,,,,,,,,,,,,,,,
356011,"Omo Anga, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
352021,Omoturco,Dome of Atacazo,,,,,,,,,,,,,,,,,,,,,,,
356011,"Opipi, Volcán",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
354004,Orcopampa Volcanic Field,Synonym of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
351110,"Oreja, Cerro de la","Synonym of Negro de Mayasquer, Cerro",,,,,,,,,,,,,,,,,,,,,,,
356011,"Ori, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
356011,"Orito, Maunga",Dome of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
354000,Oroscocha,Dome of Kimsachata-Oroscocha,,,,,,,,,,,,,,,,,,,,,,,
357066,"Oscuro, El",Pyroclastic cone of Payun Matru,,,,,,,,,,,,,,,,,,,,,,,
358010,Osorno,Stratovolcano,1869,Chile,South America,Southern Chile and Argentina,-41.105,-72.496,2659,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,88,674,11964,655492
356011,"Otu'u, Maunga",Pyroclastic cone of Rapa Nui,,,,,,,,,,,,,,,,,,,,,,,
357023,"Overo, Volcán","Stratovolcano of Atuel, Caldera del",,,,,,,,,,,,,,,,,,,,,,,
354004,"Pabellon Mauras, Volcán",Pyroclastic cone of Andahua-Orcopampa,,,,,,,,,,,,,,,,,,,,,,,
357122,Paimún Cones,Pyroclastic cone of Lanin,,,,,,,,,,,,,,,,,,,,,,,
351080,"Paisita, El",Crater of Galeras,,,,,,,,,,,,,,,,,,,,,,,
357153,Pajaritos,Cone of Antillanca Volcanic Complex,,,,,,,,,,,,,,,,,,,,,,,
355107,"Pajonales, Cerro",Stratovolcano of Pular,,,,,,,,,,,,,,,,,,,,,,,
355107,Palar,Synonym of Pular,,,,,,,,,,,,,,,,,,,,,,,
358080,Palei-Aike Volcanic Field,Synonym of Pali-Aike Volcanic Field,,,,,,,,,,,,,,,,,,,,,,,
351060,Paletera,Cone of Purace,,,,,,,,,,,,,,,,,,,,,,,
358080,Pali-Aike Volcanic Field,Volcanic field,-5550,Chile-Argentina,South America,Southern Chile and Argentina,-52.082,-69.698,282,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,288,288,651,95765
357050,"Palizada, Volcán",Stratovolcano of Descabezado Grande,,,,,,,,,,,,,,,,,,,,,,,
357022,Palomo,Stratovolcano,Unknown,Chile,South America,Central Chile and Argentina,-34.608,-70.295,4860,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,162,325,4732,965894
354007,Pampa de Palacio,"Shield volcano of Chachani, Nevado",,,,,,,,,,,,,,,,,,,,,,,
351060,Pan de Azúcar,Stratovolcano of Purace,,,,,,,,,,,,,,,,,,,,,,,
352005,"Panecillo, Cerro el",Dome of Mojanda,,,,,,,,,,,,,,,,,,,,,,,
357080,"Pangues, Los",Cone of Antuco,,,,,,,,,,,,,,,,,,,,,,,
357130,Panguipulli,Synonym of Mocho-Choshuenco,,,,,,,,,,,,,,,,,,,,,,,
352022,Papallacta,Thermal of Chacana,,,,,,,,,,,,,,,,,,,,,,,
357070,Parador,"Pyroclastic cone of Chillan, Nevados de",,,,,,,,,,,,,,,,,,,,,,,
